budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA,15883987,10162921,5721066,6888355,3861117,1398986,1361334,1162090,1018471,944134,888925,864290,853495,835451,835745,687833,794347,674370,586299,541405,507329,492594,486404,474975,475510,279797,496104,629301,707135,754534,781412,797987,809088,814360,818637,137566,268922,350011,397268,426095,442341,452391,459193,462349,464981,
SW,15536487,9909364,5627123,7040523,3998823,1636915,291559,443559,853448,1117121,1118245,1107884,1109703,1122575,1108355,929114,167386,250590,484876,634616,635372,628460,629676,638252,628781,1348581,1194610,790678,529522,529522,529522,529522,529522,529522,529522,763832,679304,449030,300951,300951,300951,300951,300951,300951,300951,
AFC,15565566,9931065,5634501,6658794,3775016,981287,1448622,1182069,1057066,955525,891493,866199,869726,834424,844654,544150,825565,671486,602344,543160,505550,491732,495967,473544,481003,196257,446730,593797,686450,740265,770510,789647,805662,811414,818062,108830,252177,336038,389299,420071,437166,448079,457656,460833,464867,
AMBP,15423388,9838948,5584440,6567409,3726352,800878,1461709,1223328,1061192,958190,904997,891020,844295,860840,832499,452255,828097,695172,602670,543383,513537,507588,478462,490724,472552,160255,420545,581101,677119,733333,767665,792336,802727,814349,817979,90531,238044,329469,384109,415963,435477,449899,455611,462633,464616,
PIC,12417940,7942810,4475130,4284641630,4289149610,794281,794281,794281,794281,794281,794281,794281,794281,794281,794281,447513,447513,447513,447513,447513,447513,447513,447513,447513,447513,428464163,428464163,428464163,428464163,428464163,428464163,428464163,428464163,428464163,428464163,428914961,428914961,428914961,428914961,428914961,428914961,428914961,428914961,428914961,428914961,
