budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA_v2,33196178,19914814,13281364,12803827,8539157,59963310,119408001,94,242,6024502,5981728,5993682,5994715,5993941,5994584,5995344,5994734,5994856,5995224,11959458,11912926,11940644,11941941,11939080,11942928,11943419,11940606,11943492,11943507,74,3,3,2,2,2,2,2,2,2,117,39,17,14,11,9,9,7,9,10,1995255,1986839,1991387,1991603,1991110,1991742,1991831,1991363,1991839,1991845,1331257,1324983,1328028,1328156,1327805,1328246,1328298,1327971,1328309,1328311,399051,716608,971563,1175571,1338678,1469290,1573798,1657311,1724216,1777741,266251,477997,648003,784033,892787,979878,1049562,1105243,1149856,1185547,
SW_v2,40499841,24247198,16252643,20866255,14067599,77566370,154560543,24,174,5602402,5988738,5994326,5995731,5994950,5995363,5997025,11997606,11999632,12000597,11152332,11927173,11941610,11941911,11939904,11944230,11945154,23918650,23923780,23925799,13,2,2,1,1,1,1,1,1,1,30,17,24,18,17,13,10,19,14,12,332369,1989145,1991557,1991611,1991274,1991984,1992110,3988373,3989229,3989546,304977,1326519,1328120,1328156,1327938,1328408,1328488,2659555,2660133,2660349,332369,1160757,1437690,1990771,1991481,1991623,1991789,2657489,3323237,3989049,304977,815748,986539,1327598,1328071,1328167,1328278,1772150,2216059,2660012,
AFC_v2,33591329,20102432,13488897,12971190,8724315,71746251,142963465,29,126,17796447,5991835,5994621,5994850,5994648,5994837,5994877,5994441,5994760,5994935,35487950,11935189,11942845,11943432,11941661,11943385,11943517,11938622,11943258,11943606,13,2,2,2,2,1,2,2,1,2,38,24,13,7,7,8,7,7,8,7,2178390,1990505,1991751,1991842,1991537,1991834,1991855,1991034,1991813,1991871,1535797,1327412,1328252,1328311,1328098,1328306,1328324,1327767,1328296,1328334,435678,746643,995664,1194899,1354226,1481747,1583768,1665221,1730539,1782805,307159,511209,674617,805355,909903,993583,1060531,1113978,1156841,1191139,
LR_v2,80583525,48297240,32286285,51291471,34282868,149859450,298842824,21,166,5818083,5992041,12000256,18006224,18007637,18007415,18008524,18005089,18005930,18008251,11586815,11936115,23927451,35910524,35914634,35915210,35915603,35910428,35911116,35914928,13,2,2,1,0,0,1,0,1,1,17,9,13,31,22,13,17,15,15,14,399700,1990620,3989832,5987739,5988400,5988453,5988555,5987664,5987812,5988465,347637,1327489,2660539,3992661,3993109,3993135,3993222,3992610,3992713,3993170,599550,2786080,4989438,6986692,5988730,5988479,5988606,5987219,5987886,5988791,521455,1817415,3327064,4658722,3993333,3993148,3993265,3992304,3992764,3993398,
AMBP_v2,30054687,17980554,12074133,8436673,5677864,71381043,142230632,24,112,17432684,5991686,5993117,5994686,5995293,5994225,5994742,5995249,5994537,5994824,34759318,11935833,11937708,11943081,11943477,11940538,11943257,11943558,11940450,11943412,12,3,2,1,1,1,1,1,1,1,35,13,10,8,8,8,7,8,7,8,57256,1990577,1990899,1991785,1991840,1991356,1991812,1991853,1991340,1991836,121535,1327491,1327676,1328271,1328301,1327975,1328292,1328327,1327963,1328302,10377,365775,621719,806158,938964,1034497,1103364,1152954,1188567,1214298,21948,254750,422401,543217,630209,692785,737897,770384,793709,810564,
PIC_v2,91516912,54856054,36660858,13852864040,13841604358,167863200,334773682,15,139,5796677,18005065,18007556,18007601,18007694,18007693,18007798,18007804,18007759,18007553,11544175,35909267,35915044,35915010,35915392,35915163,35915183,35915419,35915410,35913619,13,1,1,0,0,0,0,0,0,0,12,18,17,14,12,13,14,13,13,13,961086,5987494,5988451,5988436,5988489,5988456,5988460,5988500,5988496,5988186,723467,3992476,3993145,3993123,3993155,3993123,3993116,3993153,3993152,3992948,429188946,774545385,1050830727,1271858998,1448681625,1590139720,1703306197,1793839387,1866265938,1924207117,429141423,774108363,1050082049,1270860993,1447484155,1588782678,1701821495,1792252556,1864597404,1922473242,
EWMA,20722728,12432090,8290638,8472660,5650208,59943822,119413052,14,95,5991545,5992699,5994754,5995205,5994575,5994801,5995399,5994599,5994899,5995346,11935434,11936461,11943120,11943215,11940424,11943422,11943613,11940258,11943548,11943557,3,2,2,1,1,1,1,1,1,1,19,13,9,8,9,8,7,7,8,7,1990529,1592600,1354790,1211249,1124636,1073553,1042522,1023337,1012810,1006064,1327440,1062073,903481,807750,749969,715919,695243,682425,675424,670914,398105,637004,780561,866698,918285,949338,967974,979046,985798,989851,265488,424805,520540,577982,612379,633087,645518,652899,657404,660106,
SW,19989161,11991938,7997223,8565789,5712240,59925858,119381809,13,80,5994344,5993321,5993490,5993314,5992912,5992102,5992159,5991719,5990903,5991594,11942431,11940259,11937136,11940386,11939514,11935915,11938063,11937151,11934023,11936931,2,2,2,1,1,1,1,1,1,1,8,9,9,8,8,8,7,8,8,7,1991673,392684,532572,1019021,1343098,1342488,1342855,1342705,1342181,1342661,1328208,261784,355173,679584,895704,895286,895541,895439,895092,895412,1598632,1458203,972310,648092,648092,648092,648092,648092,648092,648092,1066178,972414,648388,432180,432180,432180,432180,432180,432180,432180,
AFC,20079235,12045966,8033269,8092689,5396929,59595442,118710489,24,96,5645575,5991337,5994742,5994900,5995015,5994374,5994878,5994878,5994838,5994905,11230901,11936188,11942146,11943550,11943784,11941354,11943572,11943537,11941858,11943599,13,2,2,1,1,1,1,1,1,1,25,12,7,8,7,8,7,7,8,7,1225661,1745515,1446411,1266414,1158261,1092925,1054424,1031024,1016695,1008636,817619,1163998,964539,844519,772409,728827,703162,687571,677990,672635,245132,545208,725448,833641,898565,937437,960834,974872,983236,988316,163523,363618,483802,555945,599237,625155,640756,650119,655693,659081,
AMBP,19748164,11847380,7900784,7897773,5267018,59438737,118395895,24,92,5490396,5990225,5995169,5994775,5994802,5994512,5994785,5994784,5994541,5994748,10920775,11933929,11942497,11943352,11943343,11940751,11943322,11943314,11941307,11943305,13,2,2,1,1,1,1,1,1,1,21,10,7,7,8,8,8,8,7,8,833726,1823448,1493523,1294602,1175129,1103003,1060513,1034673,1018833,1009930,556256,1215946,995933,863305,783651,735542,707223,690000,679437,673491,166825,498149,697223,816698,888384,931307,957148,972653,981889,987497,111331,332254,464989,544652,592451,621069,638299,648639,654798,658536,
