budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA_v2,28684280,24763568,3920712,15789717,2519052,59982025,56093278,801546,27193,6027037,5988142,5995147,5995163,5995593,5995840,5995069,5996558,5997260,5996216,5095761,5402958,5462590,5716568,5651408,5759431,5695185,5784865,5826478,5698034,72017,77579,82164,78462,82041,79684,83656,81336,80845,83762,5793,4248,2886,2421,2335,2056,2012,1950,1861,1631,2243091,2395555,2413252,2527783,2495311,2543169,2512674,2552348,2570671,2509714,400576,384386,383740,387140,397742,386083,400515,397046,396419,387065,448618,838005,1153054,1427999,1641461,1821802,1959976,2078450,2176894,2243458,80115,140969,189523,229046,262785,287444,310058,327455,341247,350410,
SW_v2,26403888,22103889,4299999,20321747,4209671,59753248,58758667,776959,24244,5793331,5992971,5996014,5995928,5995516,5995764,5996035,5996499,5995540,5995650,5451780,5785562,5749240,5769437,7999466,5287520,5531008,5769481,5616080,5799093,83156,81643,81370,83310,53074,73389,81864,77411,83343,78399,1480,1562,1531,1514,294,5822,4266,3029,2512,2234,395990,2547257,2529246,2538184,1695520,2336593,2457450,2557988,2481288,2564373,283756,395312,392881,394772,850707,412995,390574,390651,398671,389680,395990,1471624,1824164,2538229,2254317,2190099,2163188,2450677,2498909,2534550,283756,339534,357316,394322,546120,552825,551425,398073,393299,393001,
AFC_v2,30297408,25724500,4572908,17042695,2959581,65872122,65883226,847547,25568,11906797,5992869,5996221,5996046,5996767,5995895,5997418,5997730,5996264,5996115,13372083,5669917,5694613,5727238,5777935,5763833,5744690,7271394,5284674,5576849,134185,83718,84202,82346,80284,81709,82571,62385,73536,82611,5281,1816,1712,1548,1553,1539,1503,603,5739,4274,3883421,2498834,2507331,2520292,2543899,2536523,2526425,1893152,2335153,2479470,696223,385851,395578,393646,394368,393786,393096,714632,412827,392901,776684,1121114,1398357,1622744,1806975,1952884,2067592,2032704,2093193,2170448,139244,188565,229967,262702,289035,309985,326607,404212,405935,403329,
LR_v2,74908442,64298053,10610389,65459706,4305783262,131677413,156125716,1364039,62206,5638489,5993423,12002066,18009591,18008168,18010212,18008356,18008261,12002458,5996389,5175500,5779394,13470440,21219552,24415710,20550872,21242460,21328896,17682518,5260374,76973,77585,134466,197881,153698,178458,190347,198049,84016,72566,2787,2514,5663,7511,4814,16117,8619,6783,1681,5717,355011,2558471,6219323,9893553,8779162,9650076,9918832,9931652,4668669,2323304,212980,390299,845740,1280600,1911844,1298903,1285351,1285033,1688485,411154,532516,3660201,8049749,11730668,8221967,10085533,10053210,9938062,2037178,1150622,319470,478958,1073460,1498030,2227466,992433,1278575,1284874,1890211,4294739785,
AMBP_v2,28551803,24162154,4389649,11540067,2187589,59739861,56772855,812573,22881,5774220,5993783,5996293,5996285,5995769,5996273,5996421,5997337,5997241,5996239,5336099,5617030,5761220,5660197,5737173,5711960,5691617,5777550,5772164,5707845,78906,82569,78098,82887,79141,82313,83678,80931,80706,83344,4199,2925,2593,2155,2145,1900,1929,1874,1666,1495,1463051,2486488,2548527,2500238,2532414,2519427,2509040,2547709,2544126,2511134,856438,390223,397543,390634,395127,386681,397739,395671,391432,388161,263421,637230,917540,1110671,1255517,1357469,1429004,1487470,1528920,1552825,154230,181285,202082,215812,226507,232686,239126,243391,245699,246771,
PIC_v2,97737751,81125746,16612005,13869626102,13828853824,167885107,217904697,1503720,71083,5793743,18005881,18010655,18010533,18010620,18009457,18012197,18011013,18010904,18010104,5435391,26957413,20537518,21240630,21401443,29607110,20556812,21228953,21349642,29589785,83385,118144,178625,192234,195572,83341,179536,192647,196382,83854,1458,3246,16145,8620,6804,1669,16066,8616,6786,1673,1078547,7724939,9643770,9917696,9966013,6638834,9652950,9912340,9941097,6649560,386914,2453331,1298234,1284819,1288433,3017753,1298919,1284688,1285929,3012985,429212439,774911668,1051854818,1273464123,1450761230,1591933480,1705474103,1796358480,1869071733,1926584028,429074112,773746685,1049253724,1269656672,1445979753,1587384082,1700163779,1790384690,1862561667,1920648660,
EWMA,18138054,15571482,2566572,10713899,1695879,59961171,57938766,808521,17290,5992821,5995560,5995510,5996781,5996239,5997572,5997037,5996087,5997196,5996368,5765435,5636315,5790532,5689776,5680158,5744849,5816867,5789571,5738836,6286427,77747,83315,77785,83592,83714,82731,80695,81757,81455,75730,2185,2036,2017,1811,1849,1572,1562,1554,1503,1201,2547457,1975529,1753226,1514948,1405125,1370119,1361552,1315712,1274097,1053717,387034,319860,270099,230845,226267,213697,209079,203356,198147,308188,509491,802698,992803,1097232,1158810,1201071,1233167,1249676,1254560,1214391,77406,125896,154736,169957,181219,187714,191987,194260,195037,217667,
SW,17699745,15335841,2363904,10728560,1697165,59942084,57254321,812283,20284,5995772,5994363,5994692,5995429,5994874,5993437,5993660,5993603,5992681,5993573,5747689,5639432,5760976,5618421,5822046,5678314,5696546,5739042,5797701,5754154,78103,83653,77921,83324,77903,83152,83601,81727,80066,82833,2995,2547,2194,2088,2015,1836,1855,1630,1552,1572,2547368,448411,723653,1237591,1767666,1699878,1706690,1723485,1750282,1730817,389163,75282,100990,208527,269061,257907,268059,265674,267040,262201,2044028,1822195,1239811,803218,803218,803218,803218,803218,803218,803218,325244,285581,188478,128266,128266,128266,128266,128266,128266,128266,
AFC,17335788,14680372,2655416,9677727,1858867,59782377,58763823,773356,24785,5820434,5991774,5995461,5995499,5996263,5996816,5996641,5996313,5996803,5996373,5483521,5706520,8221812,5251271,5504913,5717699,5650468,5724706,5682190,5820723,82751,83343,49750,72178,83205,77747,81106,80935,84197,78144,1416,1486,143,5727,4201,2939,2594,2153,2136,1990,1600190,2188589,904776,1583242,1539268,1500766,1371916,1353554,1296591,1341480,251519,342302,791663,165213,160804,172891,191238,184150,198743,196893,320038,693748,735953,905410,1032181,1125898,1175101,1210791,1227951,1250656,50303,108702,245294,229278,215584,207046,203885,199938,199699,199138,
AMBP,15083420,12405938,2677482,359603920,57710935,71638704,74194024,887048,29833,5666007,5991477,5995130,5995586,5996236,5995268,5996363,5996656,5996420,18009561,5244613,5784216,5694537,5771714,5767799,5773427,5753068,8154045,5272366,20978239,81497,79471,83380,83588,83653,83544,82984,49701,73014,186216,1728,1848,1629,1560,1555,1524,1498,189,5676,12626,1046433,2341654,1871681,1659300,1500650,1410077,1343773,410790,410790,410790,168260,359044,289311,262169,233636,218916,208937,694771,121219,121219,209366,635823,882994,1038255,1130734,1186602,1218036,117767370,117767370,117767370,33732,98794,136897,161951,176288,184813,189637,290663,28219080,28219080,
