budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA,20571351,12394854,8176497,8409160,5534353,1757662,1651314,1394008,1237749,1143976,1087595,1053762,1033490,1021300,1013998,1081882,1111659,934341,826752,762162,723320,700022,686057,677674,672628,351532,611488,767992,861943,918349,952198,972510,984706,992024,996418,216376,395432,503213,567920,606768,630078,644066,652464,657506,660530,
SW,20126652,12102028,8024624,8595528,5699398,2005752,341266,554920,1038126,1360580,1360498,1360386,1360212,1360130,1360158,1329993,226235,367945,688358,902184,902130,902051,901939,901886,901903,1664196,1450622,967313,644771,644771,644771,644771,644771,644771,644771,1103542,961874,641391,427513,427513,427513,427513,427513,427513,427513,
AFC,20121270,12099010,8022260,8117936,5382505,1168311,1771456,1464788,1280092,1169239,1102774,1062885,1038955,1024562,1015948,774066,1174734,971338,848845,775321,731238,704780,688917,679365,673656,233662,541220,725933,836764,903259,943162,967106,981475,990092,995263,154813,358797,481305,554813,598914,625378,641258,650789,656504,659934,
AMBP,19826833,11922021,7904812,7944256,5267393,818942,1840972,1506690,1305222,1184337,1111818,1068288,1042174,1026475,1017103,542394,1220812,999105,865497,785325,737233,708362,691044,680632,674408,163868,499288,700768,821658,894193,937718,963832,979500,988895,994536,108558,331008,464627,544801,592905,621770,639088,649479,655709,659448,
PIC,13627560,8197870,5429690,4284310050,4287908680,819787,819787,819787,819787,819787,819787,819787,819787,819787,819787,542969,542969,542969,542969,542969,542969,542969,542969,542969,542969,428431005,428431005,428431005,428431005,428431005,428431005,428431005,428431005,428431005,428431005,428790868,428790868,428790868,428790868,428790868,428790868,428790868,428790868,428790868,428790868,
