budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA_v2,34534669,21285865,13248804,13685092,8518066,59965295,118316869,361,5799,6023251,5986237,5993710,5994150,5994453,5994634,5994584,5994784,5994740,5994752,11833279,11815075,11831223,11832789,11833710,11833961,11834088,11834290,11834155,11834299,148,28,24,23,23,23,23,23,23,23,710,595,571,563,567,557,559,559,559,559,2129658,2125811,2128440,2128667,2128842,2128855,2128878,2128907,2128882,2128925,1326221,1322980,1324726,1324864,1324963,1324987,1325000,1325022,1325013,1325028,425931,765907,1038413,1256463,1430938,1570521,1682192,1771535,1843004,1900188,265244,476791,646378,782075,890652,977519,1047015,1102616,1147095,1182681,
SW_v2,38301409,23445536,14855873,19916472,12642525,71394073,141172578,283,5658,5434823,5991334,5994281,5994171,5994496,5995610,5996130,5996531,11997148,11999549,10708259,11826157,11832418,11832526,11833495,11835802,11836954,11837524,23812446,23816997,64,33,24,23,23,23,23,23,24,23,586,571,572,565,561,560,557,558,568,560,291324,2127591,2128635,2128638,2128771,2129171,2129348,2129440,4125936,4126682,267479,1324159,1324856,1324837,1324932,1325199,1325315,1325384,2656603,2657109,291324,1209458,1515850,2128288,2128681,2128860,2129097,2129320,2794908,3460686,267479,795819,972165,1324617,1324875,1324989,1325149,1325299,1769101,2213032,
AFC_v2,32659373,20054539,12604834,12585829,7943148,65888493,130194698,278,5570,11938740,5991903,5994682,5994745,5994783,5994755,5994732,5994773,5994737,5994643,23692311,11828152,11834088,11834344,11834346,11834285,11834302,11834317,11834380,11834173,53,38,25,23,23,23,23,24,23,23,565,557,561,554,555,560,558,555,553,552,895316,2127899,2128900,2128918,2128918,2128926,2128934,2128915,2128924,2128889,680318,1324347,1325010,1325027,1325029,1325023,1325028,1325024,1325022,1325006,179063,568830,880844,1130458,1330150,1489905,1617710,1719951,1801745,1867173,136063,373719,563977,716187,837955,935368,1013300,1075644,1125519,1165416,
LR_v2,81771224,49528668,32242556,52591505,34237539,149688946,297419475,286,5705,5649557,5992097,12000166,18006077,18007260,18007278,18008192,18004872,18005687,18007760,11138617,11828636,23818399,35802738,35805783,35806358,35807027,35802216,35802991,35806710,57,28,28,26,24,23,25,24,25,26,565,564,560,580,588,581,574,566,564,563,396014,2127992,4126919,6125066,6125578,6125666,6125788,6124911,6125059,6125675,332530,1324407,2657265,3989537,3989904,3989930,3990038,3989445,3989533,3989967,594021,2993981,5126382,7124139,6125834,6125710,6125849,6124473,6125133,6125983,498795,1820345,3323694,4655673,3990087,3989943,3990092,3989149,3989577,3990184,
AMBP_v2,31286417,19229734,12056683,9024377,5671152,71422819,141248348,278,5592,17473411,5991790,5994634,5994660,5994772,5994714,5994673,5994770,5994684,5994711,34734861,11829153,11835507,11835422,11835583,11835580,11835568,11835676,11835469,11835529,59,35,23,23,23,23,23,23,23,23,578,563,554,558,561,555,554,556,553,560,71014,2127839,2128845,2128853,2128881,2128859,2128856,2128872,2128842,2128873,130889,1324488,1325158,1325160,1325170,1325162,1325163,1325172,1325159,1325162,12853,392265,665622,862441,1004156,1106186,1179648,1232542,1270621,1298043,23631,255421,422431,542678,629258,691594,736476,768793,792059,808811,
PIC_v2,92596639,56036248,36560391,13853574511,13841521917,167534902,333055232,256,5642,5469829,18005038,18007347,18007493,18007540,18007576,18007523,18007503,18007504,18007549,10780640,35803534,35808498,35808669,35809029,35809085,35808910,35808863,35809029,35808975,61,26,22,21,21,21,21,21,21,21,556,567,565,575,559,558,572,559,560,571,905211,6124884,6125715,6125769,6125778,6125787,6125790,6125743,6125765,6125806,649334,3989597,3990158,3990173,3990202,3990186,3990192,3990171,3990183,3990195,429177771,774563923,1050873011,1271920292,1448758118,1590228381,1703404592,1793945551,1866378323,1924324549,429126596,774095925,1050071501,1270851965,1447476342,1588775840,1701815440,1792247115,1864592458,1922468735,
EWMA,21560462,13288645,8271817,9056643,5637513,59943299,118347258,232,5581,5991801,5993733,5994555,5994763,5994800,5994785,5994733,5994677,5994716,5994736,11829117,11833642,11835037,11835775,11835777,11835599,11835607,11835601,11835514,11835589,24,23,24,23,23,23,23,23,23,23,563,555,556,557,558,556,555,553,572,556,2127800,1702992,1447733,1294511,1202507,1147240,1114120,1094233,1082351,1075158,1324479,1060071,901190,805802,748526,714129,693512,681117,673728,669263,425560,681046,834383,926408,981627,1014749,1034623,1046545,1053706,1057996,264895,423930,519382,576666,611038,631656,644027,651445,655901,658573,
SW,20840866,12845295,7995571,9119875,5676925,59925637,118312789,221,5555,5994304,5993091,5993410,5993080,5992882,5992396,5992129,5991603,5991274,5991468,11834725,11832523,11832853,11832325,11831791,11830906,11830321,11829292,11828789,11829264,22,22,23,22,22,22,22,22,22,22,558,555,555,555,556,554,556,556,556,554,2128715,358351,590170,1102576,1444542,1444386,1444288,1444118,1444035,1444114,1325073,223306,367282,686245,899145,899034,898964,898858,898805,898859,1769997,1538240,1025745,683699,683699,683699,683699,683699,683699,683699,1101514,957580,638554,425611,425611,425611,425611,425611,425611,425611,
AFC,20910317,12889554,8020763,8662822,5389803,59605317,117705990,281,4321,5655476,5991472,5994707,5994801,5994811,5994892,5994790,5994729,5994816,5994823,11154212,11832778,11839663,11839750,11839963,11840144,11839843,11839902,11839906,11839829,59,37,24,23,23,23,23,23,23,23,491,427,424,429,427,422,426,424,423,428,1331740,1861939,1543950,1352283,1237295,1168283,1126838,1102005,1087078,1078143,823984,1159940,961669,842110,770386,727351,701495,685996,676705,671127,266348,585466,777162,892186,961207,1002622,1027465,1042373,1051314,1056679,164796,363824,483393,555136,598186,624019,639514,648810,654389,657736,
AMBP,20545808,12665893,7879915,8443169,5251631,59395938,117289765,281,4259,5447761,5990822,5994618,5994759,5994647,5994652,5994727,5994613,5994682,5994657,10740757,11831441,11839598,11839742,11839771,11839555,11839730,11839515,11839753,11839903,59,37,24,23,23,23,23,23,23,23,424,426,424,426,427,432,427,432,421,420,889780,1950024,1596972,1384091,1256353,1179687,1133711,1106093,1089547,1079635,545844,1215340,995023,862125,782375,734512,705818,688567,678257,672054,178036,532433,745340,873090,949742,995731,1023327,1039880,1049813,1055777,109248,330466,463377,543126,590975,619682,636909,647240,653443,657165,
PIC,14664400,9082940,5581460,4283159460,4287711380,167566312,333161711,245,4276,5500481,18004592,18007503,18007632,18007668,18007682,18007683,18007649,18007714,18007708,10846376,35806819,35813158,35813554,35813565,35813578,35813709,35813453,35813605,35813894,59,25,21,20,20,20,20,20,20,20,426,436,428,426,423,429,429,428,424,427,908294,908294,908294,908294,908294,908294,908294,908294,908294,908294,558146,558146,558146,558146,558146,558146,558146,558146,558146,558146,428315946,428315946,428315946,428315946,428315946,428315946,428315946,428315946,428315946,428315946,428771138,428771138,428771138,428771138,428771138,428771138,428771138,428771138,428771138,428771138,
