budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,total_cycles,total_instructions,total_cache_misses,total_mispredicts,cycles[0],cycles[1],cycles[2],cycles[3],cycles[4],cycles[5],cycles[6],cycles[7],cycles[8],cycles[9],instructions[0],instructions[1],instructions[2],instructions[3],instructions[4],instructions[5],instructions[6],instructions[7],instructions[8],instructions[9],cache_misses[0],cache_misses[1],cache_misses[2],cache_misses[3],cache_misses[4],cache_misses[5],cache_misses[6],cache_misses[7],cache_misses[8],cache_misses[9],mispredicts[0],mispredicts[1],mispredicts[2],mispredicts[3],mispredicts[4],mispredicts[5],mispredicts[6],mispredicts[7],mispredicts[8],mispredicts[9],used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA_v2,27005587,16609363,10396224,9618268,5977116,72005717,92571110,497909,346,6026893,5985146,5995618,5997290,5999786,5996335,5998391,12002457,5997686,12006115,8126596,5124742,8004935,7882932,5113663,7990501,8078603,17105466,8012274,17131398,49191,50908,49098,49001,50854,49098,49041,50676,49104,50938,134,57,30,20,16,16,18,22,16,17,1472996,972226,1451925,1431570,970325,1449507,1464214,2969577,1453144,2973879,914866,580428,900141,886577,579131,898513,908325,1912219,900937,1915087,294599,430124,634484,793901,829185,953249,1055442,1438269,1441244,1747771,182973,262464,389999,489314,507277,585524,650084,902511,902196,1104774,
SW_v2,71089653,42972514,28117139,39558590,25960861,149636424,259696901,490547,257,11600762,11997490,12001767,12000607,12001180,18007446,18007378,18006203,18007022,18006569,19126063,19974590,20104432,20002935,20040827,31930531,31996505,32013156,32237034,32270828,49089,48985,49110,49057,49078,49026,49024,49094,49042,49042,37,35,23,15,15,30,37,25,22,18,1808458,3447533,3469146,3452208,3458553,5440839,5451887,5454634,5491825,5497431,1281830,2230783,2245175,2233875,2238130,3559831,3567206,3569019,3593775,3597515,1808458,2627996,2908379,3456296,3459969,4117200,4783760,5449120,5466115,5481297,1281830,1756307,1919263,2236611,2239060,2677279,3121722,3565352,3576667,3586770,
AFC_v2,21717880,13347063,8370817,8267766,5210624,71767739,104400368,493802,154,17802442,5994178,5995419,5995784,5998911,5995478,5995866,5998050,5994980,5996631,31929525,8375220,7432279,8332404,8447371,7406721,8324223,8335848,7470081,8346696,49026,49076,50194,49111,48969,50219,49002,49042,50106,49057,29,18,16,13,13,13,12,13,15,12,209468,1513551,1356496,1506367,1525520,1352236,1504993,1506927,1362781,1508724,223041,941182,836509,936388,949145,833663,935482,936756,840704,937947,41893,336224,540278,733495,891900,983967,1088172,1171923,1210094,1269820,44608,223922,346439,464428,561371,615829,679759,731158,753067,790043,
LR_v2,72664297,43919788,28744509,46678476,30549923,149475118,262519446,490276,205,5418202,5993753,12001097,18007855,18008859,18010053,18007897,18009809,18009208,18008385,7181821,8344495,20354619,32393326,32399654,32358252,32367862,32376181,32352934,32390302,49095,49067,49045,49044,48979,48981,49044,49022,49057,48942,25,14,18,22,19,19,16,21,28,23,294945,1508355,3510727,5517848,5518867,5511974,5513608,5514990,5511097,5517377,268670,937714,2272864,3611153,3611803,3607229,3608334,3609244,3606668,3610830,442417,2115060,4511913,6521408,5519376,5508528,5514425,5515681,5509151,5520517,403005,1272236,2940439,4280297,3612128,3604942,3608886,3609699,3605380,3612911,
AMBP_v2,21705153,13339395,8365758,6268490,3944470,71639526,104589866,493995,140,17675544,5993928,5992394,5997212,5997811,5994062,5997334,5998371,5996048,5996822,31705763,8369141,7465163,8387654,8366865,7574454,8381143,8426725,7540761,8372197,49118,49034,50396,49045,49003,50023,49026,49012,50290,49048,24,14,15,14,13,12,12,12,12,12,132930,1512523,1361976,1515574,1512098,1380165,1514480,1522084,1374559,1513006,172022,940483,840152,942521,940211,852297,941807,946876,848566,940823,23999,289532,453618,599408,703751,755129,816299,861710,867851,897193,31035,191631,289201,377878,441309,471155,508756,536742,539195,557568,
PIC_v2,83316702,50320457,32996245,13850008721,13839299141,167660643,298677119,490336,177,5577389,18005315,18009285,18010185,18009424,18009176,18009756,18009529,18009979,18010605,7495613,32320816,32346502,32384132,32357004,32379467,32362125,32374067,32324268,32333125,49110,49027,49010,48981,48951,49075,48994,49158,49010,49020,15,21,20,17,18,17,17,17,17,18,719929,5505740,5509990,5516281,5511730,5515493,5512603,5514606,5506307,5507778,536061,3603060,3605911,3610110,3607051,3609570,3607638,3608976,3603452,3604416,429140715,774410449,1050627086,1271601654,1448380398,1589804146,1702942567,1793453704,1865860954,1923787048,429103941,774000494,1049918307,1270653397,1447240857,1588511329,1701527320,1791940380,1864269724,1922133392,
EWMA,13965490,8633317,5332173,5936552,3669135,59971127,76309703,493797,142,5994273,5995473,5996109,5998705,5996913,5996359,5998900,5996534,5996932,6000929,6509372,8408386,8392811,6548748,8325395,8347233,6483016,8358261,8380765,6555716,49922,49005,49018,49819,49026,49004,49950,49051,49046,49956,27,15,13,13,12,12,13,12,12,13,1202836,1278482,1068299,637170,920012,856685,505335,855148,819013,490337,734133,798035,666038,383595,575006,534541,301434,535213,511486,292692,240567,448150,572179,585177,652144,693052,655508,695436,720151,674188,146826,277067,354861,360607,403486,429697,404044,430277,446518,415752,
SW,16174117,9887136,6286981,7898888,4856287,71969875,97164152,499053,132,5997323,12003123,5996019,12001650,5995196,5995632,5994221,5995028,5998383,5993300,8358196,17695292,8367263,17754775,8336571,5755615,8420036,8403823,5739789,8332792,48984,51573,49018,50986,49002,51076,49094,49042,51229,49049,14,17,12,16,12,13,12,12,13,11,1510654,1940999,385285,1950853,380142,171861,686681,1105370,661753,1093538,939248,1283057,245549,1289654,242165,57986,416193,705556,409903,697670,1126899,1126899,1126899,1126899,905427,834285,412895,412895,412895,412895,694693,694693,694693,694693,592456,529935,238781,238781,238781,238781,
AFC,14938628,9206243,5732385,6191556,3857182,59647510,83283290,490394,135,5681997,5993121,5995369,5997076,5996963,5996950,5996437,5996683,5996395,5996519,7768343,8370811,8349550,8419333,8389553,8355414,8383501,8424508,8413192,8409085,49066,49019,49011,48989,49070,49004,49080,49062,49044,49049,24,14,13,12,12,12,12,12,12,12,999669,1312861,1086705,965494,878503,824595,801470,790665,776885,769396,635142,813646,673949,599771,545773,512217,498230,491901,483223,478533,199933,422518,555355,637382,685606,713403,731016,742945,749733,753665,127028,264351,346270,396970,426730,443827,454707,462145,466360,468794,
AMBP,14619005,9015379,5603626,6013568,3737177,59626198,83133596,490451,126,5663178,5990028,5995547,5996898,5996345,5996955,5997108,5996099,5996865,5997175,7698224,8366072,8399082,8382424,8407081,8419417,8374065,8311841,8393401,8381989,49095,49071,49016,49038,49041,48981,49140,48992,49045,49032,17,13,12,12,12,12,12,12,12,12,647224,1382446,1137370,983142,896923,843965,802999,774090,778620,768600,397340,860570,708033,611730,558177,525211,499309,480856,484402,477998,129524,380108,531560,621876,676885,710301,728840,737890,746036,750548,79548,235752,330208,386512,420845,441718,453236,458760,463888,466710,
PIC,10424440,6459510,3964930,4286569920,4289812870,167754034,288554506,490341,184,5660976,18006702,18010219,18010178,18011817,18010611,18011281,18010722,18010534,18010994,7671734,31223116,31212698,31199690,31209986,31120463,31168236,31279702,31234781,31234100,49079,49039,49003,49033,49071,49056,48999,49001,49006,49054,17,20,20,19,19,18,18,17,18,18,645951,645951,645951,645951,645951,645951,645951,645951,645951,645951,396493,396493,396493,396493,396493,396493,396493,396493,396493,396493,428656992,428656992,428656992,428656992,428656992,428656992,428656992,428656992,428656992,428656992,428981287,428981287,428981287,428981287,428981287,428981287,428981287,428981287,428981287,428981287,
